GO:0003824	0.00040
GO:0022804	0.00088
GO:0008307	0.00285
GO:0008092	0.00398
GO:0016614	0.01004
GO:0016655	0.01117
GO:0043621	0.01190
GO:0003712	0.01197
GO:0016887	0.01276
GO:0015298	0.01396
GO:0045182	0.01437
GO:0051139	0.01567
GO:0019198	0.01636
GO:0090079	0.01718
GO:0016408	0.02129
GO:0050136	0.02371
GO:0015385	0.02407
GO:0022821	0.02936
GO:0044183	0.02956
GO:0008144	0.03008
GO:0005488	0.03365
GO:0008324	0.03470
GO:0016407	0.04225
GO:0032559	0.04247
GO:0005001	0.04329
GO:0022853	0.04607
GO:0030554	0.05289
GO:0008536	0.05349
GO:0008135	0.05522
GO:0004448	0.06242
GO:0016846	0.06615
GO:0004386	0.06843
GO:0003724	0.06860
