GO:0032504	2.8e-05
GO:0030866	0.00018
GO:0022412	0.00032
GO:0014066	0.00043
GO:0014067	0.00056
GO:0009987	0.00132
GO:0007267	0.00253
GO:0000003	0.00253
GO:0051234	0.00326
GO:0044087	0.00336
GO:0048017	0.00395
GO:0060260	0.00405
GO:0003006	0.00415
GO:0009057	0.00431
GO:0051603	0.00475
GO:0009113	0.00513
GO:0040016	0.00552
GO:0044265	0.00554
GO:0051704	0.00593
GO:2000142	0.00605
GO:0031503	0.00624
GO:0022414	0.00648
GO:0044837	0.00751
GO:0043954	0.00764
GO:0007017	0.00777
GO:0007349	0.00798
GO:0006406	0.00840
GO:0044089	0.00841
GO:0071840	0.00845
GO:0034605	0.00894
GO:0044257	0.00907
GO:0044703	0.00987
GO:0030163	0.01029
GO:0016192	0.01056
GO:0031990	0.01126
GO:0001173	0.01204
GO:0061448	0.01273
GO:1901575	0.01344
GO:0016198	0.01414
GO:0009408	0.01431
GO:0031347	0.01491
GO:0051179	0.01493
GO:0046777	0.01590
GO:0043062	0.01667
GO:0060004	0.01789
GO:0098659	0.01812
GO:0051780	0.01814
GO:0016071	0.01816
GO:0048515	0.01828
GO:0030865	0.01851
GO:0003158	0.01920
GO:0008285	0.01966
GO:0090305	0.02110
GO:0051641	0.02176
GO:0032506	0.02192
GO:1901186	0.02210
GO:0010565	0.02222
GO:0045088	0.02406
GO:0007281	0.02408
GO:1901565	0.02440
GO:0006367	0.02546
GO:0006403	0.02765
GO:0009056	0.02781
GO:0051236	0.02788
GO:0046907	0.02844
GO:0007637	0.02850
GO:0042274	0.02860
GO:0045446	0.02943
